symbol,latestQuote_ap,latestQuote_as,latestQuote_ax,latestQuote_bp,latestQuote_bs,latestQuote_bx,latestQuote_c,latestQuote_t,expires,price,dailyBar_c,dailyBar_h,dailyBar_l,dailyBar_n,dailyBar_o,dailyBar_t,dailyBar_v,dailyBar_vw,latestTrade_c,latestTrade_p,latestTrade_s,latestTrade_t,latestTrade_x,minuteBar_c,minuteBar_h,minuteBar_l,minuteBar_n,minuteBar_o,minuteBar_t,minuteBar_v,minuteBar_vw,prevDailyBar_c,prevDailyBar_h,prevDailyBar_l,prevDailyBar_n,prevDailyBar_o,prevDailyBar_t,prevDailyBar_v,prevDailyBar_vw,impliedVolatility,greeks_delta,greeks_gamma,greeks_rho,greeks_theta,greeks_vega
BTC251219C00039000,4.26,666,X,0.97,741,A,A,2025-11-19T19:03:19.276449213Z,2025-12-19,39000,2.9,2.9,2.9,1.0,2.9,2025-11-19T05:00:00Z,3.0,2.9,I,2.88,3.0,2025-11-19T17:50:06.927417392Z,U,2.9,2.9,2.9,1.0,2.9,2025-11-19T17:50:00Z,3.0,2.9,14.1,14.1,14.1,1.0,14.1,2025-08-08T04:00:00Z,3.0,14.1,0.5187,0.5681,0.067,0.0163,-0.0406,0.0444
BTC260320C00061000,1.13,244,A,0.42,16,E,A,2025-11-19T19:03:17.562196115Z,2026-03-20,61000,3.0,3.0,3.0,1.0,3.0,2025-10-23T04:00:00Z,1.0,3.0,I,3.02,1.0,2025-10-23T16:40:53.182666268Z,P,3.0,3.0,3.0,1.0,3.0,2025-10-23T16:40:00Z,1.0,3.0,4.95,4.95,4.95,1.0,4.95,2025-10-09T04:00:00Z,1.0,4.95,0.5779,0.1343,0.0165,0.015,-0.0122,0.0491
BTC270115P00066000,28.82,12,U,25.3,15,U, ,2025-11-19T19:01:02.322527251Z,2027-01-15,66000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.526,-0.7111,0.0153,-0.6371,-0.0038,0.1449
BTC251219C00025000,16.12,426,A,13.88,35,B,A,2025-11-19T19:03:48.042347015Z,2025-12-19,25000,17.8,17.8,17.8,1.0,17.8,2025-11-14T05:00:00Z,3.0,17.8,I,17.66,3.0,2025-11-14T18:10:40.748103503Z,U,17.8,17.8,17.8,1.0,17.8,2025-11-14T18:10:00Z,3.0,17.8,28.21,28.21,28.21,1.0,28.21,2025-07-30T04:00:00Z,1.0,28.21,,,,,,
BTC251219C00057000,0.62,240,B,0.0,0,?,A,2025-11-19T19:00:27.247413394Z,2025-12-19,57000,0.18,0.18,0.18,1.0,0.18,2025-11-13T05:00:00Z,1.0,0.18,a,0.18,1.0,2025-11-13T18:56:01.875362194Z,X,0.18,0.18,0.18,1.0,0.18,2025-11-13T18:56:00Z,1.0,0.18,0.38,0.38,0.38,1.0,0.38,2025-11-11T05:00:00Z,4.0,0.38,,,,,,
BTC251219C00066000,0.73,290,A,0.0,0,?,A,2025-11-19T19:00:39.435585513Z,2025-12-19,66000,0.61,0.61,0.61,1.0,0.61,2025-10-23T04:00:00Z,1.0,0.61,a,0.61,1.0,2025-10-23T13:54:17.848392176Z,I,0.61,0.61,0.61,1.0,0.61,2025-10-23T13:54:00Z,1.0,0.61,0.77,0.77,0.77,1.0,0.77,2025-10-14T04:00:00Z,1.0,0.77,,,,,,
BTC251219P00070000,31.38,13,Z,29.17,20,E, ,2025-11-19T19:00:17.215554321Z,2025-12-19,70000,20.72,20.72,20.72,1.0,20.72,2025-09-03T04:00:00Z,1.0,20.72,n,20.72,1.0,2025-09-03T13:37:24.955741406Z,C,20.72,20.72,20.72,1.0,20.72,2025-09-03T13:37:00Z,1.0,20.72,,,,,,,,,,,,,,
BTC270115C00054000,7.97,32,A,5.1,17,E,A,2025-11-19T19:03:29.864759293Z,2027-01-15,54000,5.91,5.91,5.91,1.0,5.91,2025-11-19T05:00:00Z,1.0,5.91,g,5.91,1.0,2025-11-19T16:40:28.788672165Z,C,5.91,5.91,5.91,1.0,5.91,2025-11-19T16:40:00Z,1.0,5.91,11.6,11.6,11.6,1.0,11.6,2025-10-13T04:00:00Z,1.0,11.6,0.613,0.4656,0.0153,0.1368,-0.0134,0.1686
BTC251219P00037000,1.47,12,U,1.23,25,E,A,2025-11-19T19:03:25.764336946Z,2025-12-19,37000,1.45,1.45,1.45,1.0,1.45,2025-11-19T05:00:00Z,1.0,1.45,I,1.42,1.0,2025-11-19T14:47:43.30954156Z,J,1.45,1.45,1.45,1.0,1.45,2025-11-19T14:47:00Z,1.0,1.45,1.0,1.0,1.0,1.0,1.0,2025-11-18T05:00:00Z,1.0,1.0,0.5547,-0.308,0.0561,-0.0111,-0.0353,0.0398
BTC260116C00073000,0.73,324,A,0.0,0,?,A,2025-11-19T19:00:46.069297122Z,2026-01-16,73000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC270115P00039000,8.54,15,U,5.88,14,E, ,2025-11-19T19:00:27.015675345Z,2027-01-15,39000,6.13,6.13,5.5,2.0,5.5,2025-11-04T05:00:00Z,2.0,5.815,a,6.13,1.0,2025-11-04T17:13:44.553372565Z,X,6.13,6.13,6.13,1.0,6.13,2025-11-04T17:13:00Z,1.0,6.13,6.9,6.9,6.9,1.0,6.9,2025-10-17T04:00:00Z,1.0,6.9,0.5007,-0.3577,0.0176,-0.2465,-0.0074,0.1583
BTC260320C00063000,1.03,141,B,0.08,431,A,A,2025-11-19T19:03:37.643380424Z,2026-03-20,63000,2.49,2.49,2.49,1.0,2.49,2025-10-17T04:00:00Z,10.0,2.49,a,2.49,10.0,2025-10-17T14:14:40.519369582Z,X,2.49,2.49,2.49,1.0,2.49,2025-10-17T14:14:00Z,10.0,2.49,4.22,4.22,4.22,1.0,4.22,2025-10-10T04:00:00Z,8.0,4.22,0.5579,0.1042,0.0143,0.0118,-0.0098,0.0411
BTC270115P00026000,4.92,31,U,0.22,20,E,A,2025-11-19T19:03:42.542564332Z,2027-01-15,26000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5796,-0.1481,0.0094,-0.0973,-0.0059,0.098
BTC251121C00062000,0.73,508,A,0.0,0,?,A,2025-11-19T19:02:27.460005228Z,2025-11-21,62000,0.34,0.4,0.3,10.0,0.3,2025-10-20T04:00:00Z,32.0,0.342813,a,0.34,10.0,2025-10-20T17:59:50.850606772Z,A,0.34,0.34,0.34,2.0,0.34,2025-10-20T17:59:00Z,20.0,0.34,0.58,0.58,0.58,1.0,0.58,2025-10-14T04:00:00Z,1.0,0.58,,,,,,
BTC251121P00062000,22.8,57,X,20.59,47,X, ,2025-11-19T19:00:27.017133711Z,2025-11-21,62000,16.1,16.1,16.1,1.0,16.1,2025-11-04T05:00:00Z,4.0,16.1,f,16.1,4.0,2025-11-04T15:37:29.616536999Z,I,16.1,16.1,16.1,1.0,16.1,2025-11-04T15:37:00Z,4.0,16.1,,,,,,,,,,,,,,
BTC251219P00066000,27.01,14,Z,24.72,20,B, ,2025-11-19T19:00:05.195792414Z,2025-12-19,66000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC260320P00057000,18.86,33,X,15.73,36,B, ,2025-11-19T19:00:27.013406577Z,2026-03-20,57000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4454,-0.8958,0.0179,-0.1745,-0.002,0.0411
BTC280121C00030000,20.18,10,U,16.94,16,E,A,2025-11-19T19:03:07.448479697Z,2028-01-21,30000,19.18,20.2,19.18,2.0,20.2,2025-11-17T05:00:00Z,3.0,19.86,a,19.18,1.0,2025-11-17T18:52:40.165361619Z,X,19.18,19.18,19.18,1.0,19.18,2025-11-17T18:52:00Z,1.0,19.18,20.0,20.5,20.0,2.0,20.5,2025-11-14T05:00:00Z,5.0,20.3,0.6304,0.7984,0.0077,0.2809,-0.0077,0.1635
BTC251219C00029000,12.26,386,A,10.15,35,B,A,2025-11-19T19:02:50.713294734Z,2025-12-19,29000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9952,0.891,0.0166,0.0197,-0.0376,0.0211
BTC251219P00035000,1.02,26,U,0.42,256,A,A,2025-11-19T19:03:37.365611306Z,2025-12-19,35000,0.66,0.72,0.66,3.0,0.72,2025-11-18T05:00:00Z,10.0,0.69,g,0.66,3.0,2025-11-18T18:15:49.499949175Z,A,0.66,0.66,0.66,2.0,0.66,2025-11-18T18:15:00Z,5.0,0.66,0.72,0.78,0.54,5.0,0.6,2025-11-17T05:00:00Z,10.0,0.623,0.547,-0.1947,0.0445,-0.0069,-0.0275,0.0311
BTC270115C00059000,6.51,13,E,2.52,17,A,A,2025-11-19T19:03:50.171777017Z,2027-01-15,59000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5504,0.3757,0.0163,0.1191,-0.0115,0.1609
BTC280121C00070000,9.07,20,A,5.55,1,A,B,2025-11-19T19:03:10.108704872Z,2028-01-21,70000,6.94,6.94,6.94,1.0,6.94,2025-11-17T05:00:00Z,1.0,6.94,g,6.94,1.0,2025-11-17T16:00:48.185448237Z,A,6.94,6.94,6.94,1.0,6.94,2025-11-17T16:00:00Z,1.0,6.94,8.72,8.72,8.72,1.0,8.72,2025-11-04T05:00:00Z,3.0,8.72,0.5889,0.4425,0.0115,0.2203,-0.0094,0.2295
BTC260320C00067000,0.83,141,B,0.08,15,E,A,2025-11-19T19:03:24.921111539Z,2026-03-20,67000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5836,0.0852,0.0118,0.0096,-0.0088,0.0354
BTC251219P00043000,4.72,14,U,4.15,248,A,A,2025-11-19T19:03:33.21833699Z,2025-12-19,43000,4.2,4.2,3.73,4.0,3.73,2025-11-19T05:00:00Z,4.0,3.9025,a,4.2,1.0,2025-11-19T15:56:41.073370187Z,M,4.2,4.2,4.2,1.0,4.2,2025-11-19T15:56:00Z,1.0,4.2,3.72,3.72,3.72,1.0,3.72,2025-11-18T05:00:00Z,1.0,3.72,0.4973,-0.6957,0.0622,-0.0262,-0.0293,0.0396
BTC270115P00060000,25.12,12,S,20.04,12,E,A,2025-11-19T19:03:21.511506092Z,2027-01-15,60000,18.89,18.89,18.89,1.0,18.89,2025-11-06T05:00:00Z,1.0,18.89,g,18.89,1.0,2025-11-06T15:20:15.288428062Z,C,18.89,18.89,18.89,1.0,18.89,2025-11-06T15:20:00Z,1.0,18.89,19.07,19.07,18.82,2.0,18.82,2025-10-17T04:00:00Z,2.0,18.945,0.5526,-0.6336,0.0161,-0.55,-0.0059,0.1596
BTC280121C00044000,14.83,13,A,10.44,1,P,A,2025-11-19T19:03:45.911173329Z,2028-01-21,44000,15.8,15.8,15.8,1.0,15.8,2025-11-06T05:00:00Z,1.0,15.8,I,15.8,1.0,2025-11-06T19:28:21.699478638Z,I,15.8,15.8,15.8,1.0,15.8,2025-11-06T19:28:00Z,1.0,15.8,15.72,16.2,15.72,2.0,16.2,2025-11-04T05:00:00Z,6.0,16.12,0.5838,0.6503,0.0109,0.2827,-0.0091,0.2153
BTC251219P00031000,0.73,250,A,0.0,0,?,A,2025-11-19T19:03:13.767519934Z,2025-12-19,31000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC270115P00034000,6.29,21,U,3.34,22,A,A,2025-11-19T19:02:05.740661647Z,2027-01-15,34000,4.72,4.72,4.72,1.0,4.72,2025-11-18T05:00:00Z,2.0,4.72,a,4.72,2.0,2025-11-18T14:34:08.368363369Z,X,4.72,4.72,4.72,1.0,4.72,2025-11-18T14:34:00Z,2.0,4.72,3.27,3.27,3.27,1.0,3.27,2025-10-30T04:00:00Z,1.0,3.27,0.5079,-0.2682,0.0153,-0.178,-0.0069,0.1398
BTC251121C00035000,5.94,381,X,4.28,23,U, ,2025-11-19T19:02:05.741067574Z,2025-11-21,35000,6.33,6.33,5.5,8.0,5.5,2025-11-18T05:00:00Z,21.0,5.809524,a,6.33,3.0,2025-11-18T19:02:26.302902167Z,E,6.33,6.33,6.33,1.0,6.33,2025-11-18T19:02:00Z,3.0,6.33,5.6,6.9,5.6,15.0,6.9,2025-11-17T05:00:00Z,25.0,6.168,,,,,,
BTC251219P00046000,7.25,11,U,6.1,42,B, ,2025-11-19T19:01:42.818677163Z,2025-12-19,46000,5.93,5.93,5.93,1.0,5.93,2025-11-18T05:00:00Z,3.0,5.93,g,5.93,3.0,2025-11-18T15:09:23.922037121Z,A,5.93,5.93,5.93,1.0,5.93,2025-11-18T15:09:00Z,3.0,5.93,5.82,5.82,5.82,1.0,5.82,2025-11-17T05:00:00Z,1.0,5.82,0.4226,-0.8815,0.0415,-0.0341,-0.0113,0.0224
BTC251219P00062000,23.98,15,Z,21.12,21,E,A,2025-11-19T19:03:37.936231367Z,2025-12-19,62000,11.65,11.65,11.65,1.0,11.65,2025-08-14T04:00:00Z,1.0,11.65,f,11.65,1.0,2025-08-14T14:19:00.805209005Z,M,11.65,11.65,11.65,1.0,11.65,2025-08-14T14:19:00Z,1.0,11.65,,,,,,,,,0.8844,-0.95,0.0103,-0.0493,-0.0107,0.0117
BTC251219P00073000,33.92,13,Z,32.03,20,B, ,2025-11-19T19:00:05.195792414Z,2025-12-19,73000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC280121P00041000,13.54,11,N,8.98,21,A,A,2025-11-19T19:03:51.654931839Z,2028-01-21,41000,8.97,8.97,8.97,1.0,8.97,2025-11-04T05:00:00Z,1.0,8.97,g,8.97,1.0,2025-11-04T14:39:41.379171968Z,A,8.97,8.97,8.97,1.0,8.97,2025-11-04T14:39:00Z,1.0,8.97,8.84,8.84,8.84,1.0,8.84,2025-10-27T04:00:00Z,1.0,8.84,0.5342,-0.3318,0.0117,-0.5289,-0.0049,0.211
BTC251121P00054000,15.13,27,C,13.09,51,S,A,2025-11-19T19:03:52.170986688Z,2025-11-21,54000,6.3,6.3,6.3,1.0,6.3,2025-10-23T04:00:00Z,1.0,6.3,f,6.3,1.0,2025-10-23T17:25:21.368112763Z,I,6.3,6.3,6.3,1.0,6.3,2025-10-23T17:25:00Z,1.0,6.3,5.85,5.85,5.85,1.0,5.85,2025-10-16T04:00:00Z,1.0,5.85,,,,,,
BTC260618P00070000,31.15,34,C,29.03,32,B,A,2025-11-19T19:03:09.147576508Z,2026-06-18,70000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.563,-0.859,0.0132,-0.3698,-0.0024,0.0671
BTC260116P00080000,41.85,16,X,39.26,20,B, ,2025-11-19T19:00:05.195797141Z,2026-01-16,80000,38.34,38.34,38.34,1.0,38.34,2025-11-17T05:00:00Z,5.0,38.34,a,38.34,5.0,2025-11-17T15:54:40.603362044Z,X,38.34,38.34,38.34,1.0,38.34,2025-11-17T15:54:00Z,5.0,38.34,35.6,35.6,35.6,1.0,35.6,2025-11-05T05:00:00Z,4.0,35.6,,,,,,
BTC270115P00071000,34.02,11,U,30.48,17,E,A,2025-11-19T19:03:37.535516355Z,2027-01-15,71000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5938,-0.705,0.0137,-0.6943,-0.0046,0.1463
BTC280121C00052000,12.48,14,A,8.55,17,U,A,2025-11-19T19:03:36.792094697Z,2028-01-21,52000,16.1,18.2,15.9,6.0,18.2,2025-09-19T04:00:00Z,7.0,16.357143,I,16.1,2.0,2025-09-19T15:03:50.612103074Z,I,16.1,18.2,15.9,6.0,18.2,2025-09-19T15:03:00Z,7.0,16.357143,,,,,,,,,0.5833,0.5759,0.0116,0.265,-0.0095,0.2277
BTC260116P00057000,17.92,33,X,16.34,27,E, ,2025-11-19T19:00:27.013881175Z,2026-01-16,57000,11.0,11.0,10.9,2.0,10.9,2025-11-03T05:00:00Z,2.0,10.95,I,11.0,1.0,2025-11-03T16:14:13.447833335Z,N,11.0,11.0,10.9,2.0,10.9,2025-11-03T16:14:00Z,2.0,10.95,,,,,,,,,,,,,,
BTC280121P00030000,8.26,11,B,3.68,17,E,A,2025-11-19T19:02:05.740296356Z,2028-01-21,30000,5.9,5.9,5.9,1.0,5.9,2025-11-18T05:00:00Z,5.0,5.9,g,5.9,5.0,2025-11-18T14:42:11.059028646Z,C,5.9,5.9,5.9,1.0,5.9,2025-11-18T14:42:00Z,5.0,5.9,3.74,3.74,3.74,1.0,3.74,2025-09-23T04:00:00Z,1.0,3.74,0.5643,-0.2031,0.0086,-0.3037,-0.0046,0.1643
BTC260618C00052000,3.82,579,A,1.77,642,X,A,2025-11-19T19:03:51.653061545Z,2026-06-18,52000,3.2,3.2,3.2,2.0,3.2,2025-11-19T05:00:00Z,20.0,3.2,I,3.2,4.0,2025-11-19T14:30:00.915622487Z,I,3.2,3.2,3.2,2.0,3.2,2025-11-19T14:30:00Z,20.0,3.2,4.0,4.29,4.0,2.0,4.29,2025-11-14T05:00:00Z,15.0,4.096667,0.5245,0.33,0.023,0.0591,-0.0145,0.1086
BTC251219P00075000,36.9,13,Z,34.04,20,B, ,2025-11-19T19:00:05.195792414Z,2025-12-19,75000,24.7,25.0,24.68,8.0,25.0,2025-08-19T04:00:00Z,70.0,24.738,f,24.7,14.0,2025-08-19T14:55:28.79362542Z,W,24.7,25.0,24.68,8.0,25.0,2025-08-19T14:55:00Z,70.0,24.738,21.4,21.4,21.4,1.0,21.4,2025-08-13T04:00:00Z,10.0,21.4,,,,,,
BTC270115P00032000,5.36,18,U,2.58,14,E, ,2025-11-19T19:00:27.01579058Z,2027-01-15,32000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5094,-0.2331,0.0142,-0.1522,-0.0066,0.1297
BTC251219C00075000,0.73,298,A,0.0,0,?,A,2025-11-19T19:00:45.208985284Z,2025-12-19,75000,0.2,0.2,0.2,1.0,0.2,2025-11-13T05:00:00Z,1.0,0.2,I,0.18,1.0,2025-11-13T18:52:10.333268615Z,P,0.2,0.2,0.2,1.0,0.2,2025-11-13T18:52:00Z,1.0,0.2,0.21,0.21,0.21,1.0,0.21,2025-10-30T04:00:00Z,5.0,0.21,,,,,,
BTC251219P00053000,15.38,35,B,11.72,35,B,A,2025-11-19T19:00:35.476946205Z,2025-12-19,53000,5.95,5.95,5.95,1.0,5.95,2025-10-15T04:00:00Z,1.0,5.95,g,5.95,1.0,2025-10-15T14:11:29.571421213Z,A,5.95,5.95,5.95,1.0,5.95,2025-10-15T14:11:00Z,1.0,5.95,4.8,4.8,4.8,1.0,4.8,2025-10-10T04:00:00Z,1.0,4.8,0.6143,-0.942,0.0167,-0.0417,-0.008,0.0131
BTC260320C00059000,1.23,231,A,0.48,23,U,A,2025-11-19T19:03:22.625944677Z,2026-03-20,59000,3.3,3.3,3.3,1.0,3.3,2025-10-16T04:00:00Z,1.0,3.3,I,3.3,1.0,2025-10-16T16:00:57.061771548Z,P,3.3,3.3,3.3,1.0,3.3,2025-10-16T16:00:00Z,1.0,3.3,6.75,6.75,6.35,2.0,6.35,2025-10-06T04:00:00Z,3.0,6.483333,0.5624,0.1485,0.0181,0.0166,-0.0127,0.0526
BTC260116P00073000,35.16,14,X,31.15,20,Z, ,2025-11-19T19:02:24.039556875Z,2026-01-16,73000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.655,-0.9862,0.0034,-0.1145,0.0046,0.0055
BTC251219P00041000,3.37,26,U,2.78,247,A,A,2025-11-19T19:03:25.737738516Z,2025-12-19,41000,3.0,3.1,2.62,3.0,2.62,2025-11-19T05:00:00Z,8.0,2.965,a,3.0,6.0,2025-11-19T16:58:34.828154757Z,C,3.0,3.0,3.0,1.0,3.0,2025-11-19T16:58:00Z,6.0,3.0,2.27,2.58,2.1,8.0,2.58,2025-11-18T05:00:00Z,40.0,2.3525,0.4993,-0.5701,0.0696,-0.021,-0.0342,0.0444
BTC260320P00074000,35.25,16,Z,32.84,14,Z,A,2025-11-19T18:59:14.543817934Z,2026-03-20,74000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6521,-0.9271,0.0094,-0.2341,-0.0011,0.0315
BTC260618C00044000,5.88,364,X,4.48,130,B, ,2025-11-19T19:03:38.210258209Z,2026-06-18,44000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.551,0.4998,0.0241,0.084,-0.0171,0.1196
BTC270115P00037000,8.9,18,A,4.65,28,A,A,2025-11-19T19:03:28.059547148Z,2027-01-15,37000,6.0,6.0,6.0,1.0,6.0,2025-11-17T05:00:00Z,1.0,6.0,a,6.0,1.0,2025-11-17T18:45:38.545362401Z,X,6.0,6.0,6.0,1.0,6.0,2025-11-17T18:45:00Z,1.0,6.0,4.84,4.84,4.84,1.0,4.84,2025-11-07T05:00:00Z,1.0,4.84,0.5416,-0.3193,0.0156,-0.2239,-0.0079,0.1515
BTC280121P00054000,22.13,9,E,18.34,12,U,A,2025-11-19T19:03:26.472860668Z,2028-01-21,54000,16.5,16.6,15.9,6.0,15.9,2025-10-31T04:00:00Z,6.0,16.15,I,16.5,1.0,2025-10-31T14:46:58.343014302Z,I,16.5,16.6,15.9,6.0,15.9,2025-10-31T14:46:00Z,6.0,16.15,14.55,14.55,14.55,1.0,14.55,2025-10-10T04:00:00Z,5.0,14.55,0.5544,-0.4556,0.0123,-0.8301,-0.0046,0.2305
BTC260618P00030000,2.34,15,M,1.53,443,A,A,2025-11-19T19:03:45.91278341Z,2026-06-18,30000,1.7,1.7,1.7,1.0,1.7,2025-11-10T05:00:00Z,1.0,1.7,I,1.67,1.0,2025-11-10T19:41:01.556538611Z,E,1.7,1.7,1.7,1.0,1.7,2025-11-10T19:41:00Z,1.0,1.7,,,,,,,,,0.5431,-0.1785,0.016,-0.0519,-0.0092,0.0783
BTC260320C00066000,0.92,141,B,0.17,11,E,A,2025-11-19T19:03:30.095614874Z,2026-03-20,66000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5952,0.0978,0.0128,0.011,-0.01,0.0392
BTC270115C00051000,7.9,36,A,5.04,19,U,A,2025-11-19T19:03:18.267584808Z,2027-01-15,51000,6.5,6.5,6.5,2.0,6.5,2025-11-19T05:00:00Z,2.0,6.5,g,6.5,1.0,2025-11-19T16:39:36.515955375Z,C,6.5,6.5,6.5,2.0,6.5,2025-11-19T16:39:00Z,2.0,6.5,9.45,9.45,9.45,1.0,9.45,2025-11-05T05:00:00Z,1.0,9.45,0.568,0.4801,0.0165,0.1441,-0.0126,0.169
BTC270115C00034000,14.55,11,E,10.14,11,S,A,2025-11-19T19:03:41.467517755Z,2027-01-15,34000,24.9,24.9,24.9,1.0,24.9,2025-10-03T04:00:00Z,1.0,24.9,I,24.9,1.0,2025-10-03T17:19:30.58047415Z,Z,24.9,24.9,24.9,1.0,24.9,2025-10-03T17:19:00Z,1.0,24.9,24.5,24.5,24.5,1.0,24.5,2025-10-02T04:00:00Z,1.0,24.5,0.5618,0.7304,0.0139,0.1903,-0.0109,0.1401
BTC260618P00043000,8.95,630,X,6.56,612,X, ,2025-11-19T19:02:05.740690058Z,2026-06-18,43000,5.3,5.3,5.3,1.0,5.3,2025-11-05T05:00:00Z,9.0,5.3,a,5.3,9.0,2025-11-05T16:59:35.492366419Z,X,5.3,5.3,5.3,1.0,5.3,2025-11-05T16:59:00Z,9.0,5.3,,,,,,,,,0.5166,-0.4876,0.0257,-0.156,-0.0119,0.1196
BTC260618P00060000,22.68,72,X,19.16,53,C,A,2025-11-19T19:03:21.511956315Z,2026-06-18,60000,21.3,21.3,21.3,1.0,21.3,2025-11-19T05:00:00Z,2.0,21.3,I,21.3,2.0,2025-11-19T17:37:39.813320246Z,I,21.3,21.3,21.3,1.0,21.3,2025-11-19T17:37:00Z,2.0,21.3,18.5,18.5,18.48,5.0,18.48,2025-11-14T05:00:00Z,68.0,18.491471,0.5304,-0.7839,0.0184,-0.2997,-0.0058,0.0879
BTC260618C00035000,10.13,624,X,9.02,23,U, ,2025-11-19T19:02:05.740305489Z,2026-06-18,35000,9.44,9.6,9.44,2.0,9.6,2025-11-19T05:00:00Z,2.0,9.52,a,9.44,1.0,2025-11-19T16:17:50.429922358Z,J,9.44,9.44,9.44,1.0,9.44,2025-11-19T16:17:00Z,1.0,9.44,10.56,10.56,10.25,2.0,10.25,2025-11-18T05:00:00Z,5.0,10.374,0.6025,0.7043,0.0191,0.1052,-0.0166,0.1036
BTC260320C00049000,3.72,724,A,0.98,702,X,A,2025-11-19T19:03:51.716342536Z,2026-03-20,49000,2.97,2.97,2.97,1.0,2.97,2025-11-14T05:00:00Z,10.0,2.97,a,2.97,10.0,2025-11-14T14:52:55.160381952Z,X,2.97,2.97,2.97,1.0,2.97,2025-11-14T14:52:00Z,10.0,2.97,3.75,4.17,3.75,2.0,4.17,2025-11-13T05:00:00Z,4.0,3.96,0.5745,0.3255,0.0276,0.0348,-0.0205,0.0818
BTC251121C00040000,0.87,24,U,0.32,20,U, ,2025-11-19T19:00:27.013199345Z,2025-11-21,40000,0.6,0.8,0.15,8.0,0.8,2025-11-19T05:00:00Z,39.0,0.675641,g,0.6,1.0,2025-11-19T18:46:11.961061652Z,A,0.6,0.6,0.6,1.0,0.6,2025-11-19T18:46:00Z,1.0,0.6,1.73,1.73,1.2,5.0,1.29,2025-11-18T05:00:00Z,9.0,1.536667,0.718,0.4073,0.1851,0.0008,-0.2051,0.0113
BTC260116C00053000,0.83,285,A,0.12,25,U,A,2025-11-19T19:03:32.951870087Z,2026-01-16,53000,0.65,0.65,0.65,2.0,0.65,2025-11-17T05:00:00Z,14.0,0.65,a,0.65,1.0,2025-11-17T20:05:46.624332355Z,B,0.65,0.65,0.65,1.0,0.65,2025-11-17T20:05:00Z,1.0,0.65,0.77,0.77,0.77,2.0,0.77,2025-11-14T05:00:00Z,19.0,0.77,0.5632,0.1197,0.0226,0.0067,-0.0157,0.0314
BTC251219C00027000,14.48,380,A,11.08,55,A,A,2025-11-19T19:03:30.095514205Z,2025-12-19,27000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8975,0.9467,0.0107,0.0202,-0.021,0.0123
BTC251121C00053000,0.22,23,U,0.0,0,?,A,2025-11-19T19:01:42.971804058Z,2025-11-21,53000,0.12,0.13,0.12,2.0,0.13,2025-11-18T05:00:00Z,4.0,0.1275,g,0.12,1.0,2025-11-18T18:22:51.453380838Z,C,0.12,0.12,0.12,1.0,0.12,2025-11-18T18:22:00Z,1.0,0.12,0.25,0.25,0.13,2.0,0.13,2025-11-17T05:00:00Z,2.0,0.19,,,,,,
BTC260320C00058000,1.33,141,B,0.58,14,M, ,2025-11-19T19:00:59.525968499Z,2026-03-20,58000,2.5,2.5,2.5,1.0,2.5,2025-11-04T05:00:00Z,1.0,2.5,I,2.47,1.0,2025-11-04T18:10:47.203486528Z,N,2.5,2.5,2.5,1.0,2.5,2025-11-04T18:10:00Z,1.0,2.5,6.02,6.02,6.02,2.0,6.02,2025-10-07T04:00:00Z,2.0,6.02,0.5644,0.1622,0.0192,0.018,-0.0136,0.0558
BTC251219C00030000,11.38,370,X,9.26,44,X, ,2025-11-19T19:02:05.739564283Z,2025-12-19,30000,18.5,18.5,18.5,1.0,18.5,2025-10-22T04:00:00Z,25.0,18.5,a,18.5,25.0,2025-10-22T16:39:49.939369358Z,X,18.5,18.5,18.5,1.0,18.5,2025-10-22T16:39:00Z,25.0,18.5,18.21,18.21,18.21,1.0,18.21,2025-06-02T04:00:00Z,1.0,18.21,0.9637,0.8729,0.0191,0.0198,-0.0404,0.0236
BTC260320P00066000,26.65,34,X,24.62,28,Z, ,2025-11-19T19:00:27.016482561Z,2026-03-20,66000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
